student_secondary_edu,student_higher_edu,mother_secondary_edu,mother_higher_edu,father_secondary_edu,father_higher_edu,1st_5_enrolled,1st_6_enrolled,1st_7_enrolled,1st_gt_7_enrolled,2nd_5_enrolled,2nd_6_enrolled,2nd_7_enrolled,2nd_8_enrolled,2nd_gt_8_enrolled,app_phase,app_older23,app_inter,age_lt20,age_lt25_gt20,age_lt30_gt25,CU1sem_Eval1grp_678,CU1sem_Eval1grp_lt6,CU1sem_Eval1grp_gt8,CU1sem_approv1grp_5,CU1sem_approv1grp_lt5,CU1sem_approv1grp_gt5,cu1st_sem_without_eval_0,cu1st_sem_without_eval_1_2,cu2nd_sem_without_eval_0,cu2nd_sem_without_eval_1,cu2nd_sem_without_eval_2,CU2sem_Eval1grp_679,CU2sem_Eval1grp_8,CU2sem_Eval1grp_lt6,CU2sem_Eval1grp_gt9,CU2sem_approv1grp_5,CU2sem_approv1grp_0,CU2sem_approv1grp_1234,CU2sem_approv1grp_gt5,mother_occupation_grp0,mother_occupation_grp168,mother_occupation_grp2357,mother_occupation_grp4910,father_occupation_grp0,father_occupation_grp124,father_occupation_grp3568,father_occupation_grp7,father_occupation_grp910,Course_33,Course_171,Course_9003,Course_9070,Course_9085,Course_9119,Course_9130,Course_9147_9670,Course_9238_8014,Course_9254,Course_9500,Course_9556,Course_9773,Course_9853,Course_9991,previous_qualification_grade,admission_grade,curricular_units_1st_sem_grade,curricular_units_2nd_sem_grade,1st_sem_approved_all_enrolled,2nd_sem_approved_all_enrolled,single,daytime/evening_attendance,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,unemployment_rate,inflation_rate,gdp,cu1st_sem_without_eval_comb,cu2nd_sem_without_eval_comb,CU1sem_Eval1,CU1sem_approv1,CU2sem_Eval1,CU2sem_approv1,amode,mother_occupation,father_occupation,course,cu1sem_enroll,cu2sem_enroll,age,pquali,mquali,fquali,target_bin
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,132,119.1,12,0,0,0,1,1,0,0,0,1,0,13.9,-0.3,0.79,0,0,2,0,2,0,1,3,3,9147,5,5,1,1,3,3,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130,146,12.6,11.25,0,0,0,1,0,0,1,1,0,12.4,0.5,1.79,0,0,1,5,1,1,3,3,4,9238,6,6,4,1,3,3,0
1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,130,130,13,14,0,0,1,1,1,0,1,1,0,9.4,-0.8,-3.12,1,0,2,0,2,1,2,1,1,9130,5,5,4,1,1,1,0
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,129,122,11.6,10.75,1,0,1,1,1,0,1,1,0,9.4,-0.8,-3.12,1,0,1,5,1,1,4,3,1,9147,5,5,1,1,3,1,0
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,130,118.1,10,11,0,0,1,1,1,1,0,1,0,8.9,1.4,3.51,0,0,2,0,1,1,4,3,2,9119,5,5,3,1,3,1,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,140,105.2,14,0,0,0,1,1,0,0,1,1,0,16.2,0.3,-0.92,0,0,1,0,2,0,3,2,3,9670,6,6,3,1,3,3,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,131,123.3,12.6,12.5,1,0,1,1,1,0,1,1,1,8.9,1.4,3.51,0,0,2,5,8,1,4,3,3,9119,5,5,1,1,3,3,1
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,129,124.8,0,0,1,1,1,1,1,0,1,1,0,12.7,3.7,-1.7,0,0,0,0,0,0,4,3,4,171,0,0,1,1,1,1,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133.1,149.4,11.33333333,12,0,0,1,0,0,0,0,1,0,11.1,0.6,2.02,0,0,2,0,2,1,3,3,4,9991,5,5,3,3,3,3,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,112,108.5,12.66666667,11.4,1,0,1,1,0,0,1,1,0,9.4,-0.8,-3.12,0,0,1,1,2,5,2,3,4,9254,6,6,2,1,3,3,0
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,119,125,10.8,10.5,0,0,1,1,0,0,1,1,0,10.8,1.4,1.74,0,0,1,5,1,1,4,3,4,9254,6,6,1,1,1,1,0
1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,133.1,101,12.87857143,11.85625,0,0,1,1,0,0,1,1,0,15.5,2.8,-4.06,0,0,2,5,1,2,1,2,4,9500,7,8,2,1,3,3,0
1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,123,112.9,0,0,0,0,1,1,0,0,1,1,0,7.6,2.6,0.32,0,0,0,0,0,0,1,2,2,9085,5,5,1,1,2,1,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,131,120.2,12.83333333,11.4,1,0,1,1,1,0,1,1,0,15.5,2.8,-4.06,0,0,1,1,8,5,4,2,2,9070,6,6,1,1,3,3,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,111.6,12.6,12.83333333,1,0,1,1,0,1,1,1,1,10.8,1.4,1.74,0,0,0,5,2,1,1,0,0,9147,5,5,2,1,3,3,0
1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,125,134.1,0,0,0,0,1,1,1,0,1,1,0,8.9,1.4,3.51,0,0,0,0,0,0,1,3,1,9147,5,5,2,1,1,1,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,133.1,101.6,0,0,0,0,1,1,0,0,1,1,1,12.7,3.7,-1.7,0,0,2,0,0,0,3,3,4,9119,5,5,4,1,3,3,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,121,111.9,14.16666667,14,1,1,1,1,1,0,1,1,0,13.9,-0.3,0.79,0,0,1,1,2,2,4,3,1,9670,6,6,1,1,3,3,0
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,148,118.4,13.4,13.25,1,0,1,1,1,0,1,1,0,8.9,1.4,3.51,0,0,1,5,2,1,2,3,2,9147,5,5,4,1,1,3,1
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,139,127.1,11.2,11.25,1,0,1,1,1,0,1,1,1,12.7,3.7,-1.7,0,0,1,5,1,1,1,2,2,9147,5,5,2,1,3,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,120.5,0,0,1,1,1,1,1,0,1,1,0,12.4,0.5,1.79,0,0,0,0,0,0,4,2,4,171,0,0,2,1,3,3,0
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,128,136.1,12.66666667,11.8,1,0,1,1,1,1,0,1,0,11.1,0.6,2.02,0,0,1,1,8,5,4,3,4,9070,6,6,1,1,1,1,1
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,132,124,12.33333333,11.25,0,0,1,1,1,0,1,1,0,7.6,2.6,0.32,0,0,1,0,0,1,4,2,2,9670,5,5,2,1,1,3,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,137,141.6,12.25,12,0,1,1,1,0,0,1,1,0,7.6,2.6,0.32,0,0,1,0,2,5,4,2,2,9085,5,5,2,1,3,3,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,0,0,1,1,1,1,1,1,1,1,1,15.5,2.8,-4.06,0,0,0,0,0,0,2,3,4,171,0,0,2,2,3,3,1
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,110,10.75,10.33333333,0,0,1,1,0,0,1,1,0,15.5,2.8,-4.06,0,0,2,0,2,1,3,3,3,9147,5,5,3,1,1,3,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,100,0,0,0,0,1,1,1,0,1,1,0,13.9,-0.3,0.79,0,0,1,0,8,0,2,1,1,33,7,7,4,1,3,3,1
0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,133.1,120,0,0,0,0,1,1,0,1,0,1,0,15.5,2.8,-4.06,0,0,2,0,2,0,3,3,2,9670,6,6,4,3,3,1,1
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,116,124.8,14.33333333,12.5,0,0,1,1,1,0,1,1,0,7.6,2.6,0.32,0,0,2,0,1,1,1,2,2,9147,5,5,2,1,3,1,0
0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,140,140,11.5,11.5,0,0,1,1,1,0,1,1,0,12.7,3.7,-1.7,0,0,1,0,1,1,2,2,4,9130,5,5,2,2,2,2,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140,124.3,0,0,1,1,1,1,1,0,1,1,0,7.6,2.6,0.32,0,0,0,0,0,0,1,3,4,171,0,0,1,1,3,3,0
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,122,118.9,10.5,0,0,0,1,1,0,0,1,1,0,12.7,3.7,-1.7,0,0,2,0,1,0,2,1,3,9147,5,5,2,1,1,3,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,141,130.2,13.5,0,1,0,1,1,0,0,1,1,0,12.7,3.7,-1.7,0,0,1,1,0,0,4,2,2,9670,6,6,1,1,3,3,1
1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,120,120,11,0,0,0,1,1,0,0,1,1,0,16.2,0.3,-0.92,0,0,2,0,1,0,2,3,1,9003,6,6,1,1,1,2,0
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,140,140,10,0,0,0,0,1,0,0,0,1,0,15.5,2.8,-4.06,0,0,1,0,2,0,2,2,3,9070,6,6,4,2,3,3,1
0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,133.1,130,0,0,0,0,1,1,0,0,1,1,0,15.5,2.8,-4.06,1,0,2,0,8,0,3,3,1,9003,6,6,3,3,3,1,1
1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,137,130.4,12,10.66666667,0,0,1,1,1,1,1,1,0,7.6,2.6,0.32,0,2,2,0,2,1,4,3,1,9119,5,5,1,1,1,1,1
1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,122,116.1,12.25,12.2,0,1,1,1,1,0,1,1,1,9.4,-0.8,-3.12,0,0,1,0,0,5,1,3,4,9670,5,5,1,1,1,1,1
0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,130,130,11.4,11.66666667,0,0,1,1,0,0,1,1,0,15.5,2.8,-4.06,1,0,2,5,1,2,2,2,4,9003,1,7,2,2,1,1,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,124.3,0,0,0,0,1,0,1,0,0,1,0,12.7,3.7,-1.7,0,0,0,0,0,0,2,2,2,9991,5,5,3,1,3,3,1
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,125,125,14.25,14,0,0,1,1,1,0,1,1,0,10.8,1.4,1.74,0,0,1,0,1,5,4,3,3,9670,6,6,2,1,3,1,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,110,110,14.45454545,14.2,0,0,1,0,0,0,1,1,0,11.1,0.6,2.02,0,0,2,1,1,2,2,3,4,8014,1,1,4,2,3,3,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,133.1,115,14.53846154,14.46153846,1,1,1,1,0,1,1,1,0,15.5,2.8,-4.06,0,0,2,1,1,2,1,3,2,9003,1,1,2,1,3,3,0
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,132,129.6,12.73333333,11.95,0,0,1,1,0,0,1,1,0,16.2,0.3,-0.92,0,0,2,1,1,2,2,2,3,9500,7,8,2,1,1,3,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,122,128.8,13.2,13.5,0,0,1,1,1,0,1,1,0,8.9,1.4,3.51,0,0,2,5,1,1,2,3,4,9070,1,1,2,1,3,3,1
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155,144.2,0,0,1,1,1,1,1,0,1,1,0,12.7,3.7,-1.7,0,0,0,0,0,0,1,1,1,171,0,0,1,1,2,2,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,134,12.33333333,12.75,1,0,0,1,0,0,1,1,1,8.9,1.4,3.51,0,0,1,1,1,1,3,2,3,9238,6,6,4,1,3,3,1
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,129,112,11.2,11.25,0,0,1,1,0,0,1,1,0,12.7,3.7,-1.7,0,2,2,5,1,2,2,3,2,9147,1,1,2,1,3,1,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,144,128.8,13.2,13.2,0,0,1,1,1,0,1,1,0,7.6,2.6,0.32,0,0,1,1,2,2,1,3,4,9500,7,7,1,1,3,3,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,130,134,11.83333333,14,1,0,1,1,0,0,1,1,1,12.7,3.7,-1.7,0,0,1,5,8,1,3,3,4,9119,5,5,2,1,3,3,0
1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,133.1,125,11.33333333,11.5,0,0,1,1,0,0,1,1,0,12.7,3.7,-1.7,0,0,2,5,1,1,1,2,1,9254,6,6,2,1,2,1,0
1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,133,123.2,13.6,14.6,1,1,1,1,1,0,1,1,0,8.9,1.4,3.51,0,0,0,5,2,5,4,3,2,9119,5,5,1,1,2,1,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,131,118.4,0,11.5,0,0,1,1,0,0,1,1,0,7.6,2.6,0.32,0,3,2,0,1,1,4,3,3,9119,5,5,1,1,3,3,1
1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,133.1,116.2,12.85714286,13.66666667,0,0,1,1,0,0,1,1,0,11.1,0.6,2.02,0,0,2,5,1,5,2,2,4,9670,6,6,2,1,2,1,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,133.1,123,14.33333333,12.42857143,0,1,1,1,0,0,1,1,1,9.4,-0.8,-3.12,0,0,2,0,2,5,3,3,2,9119,5,5,3,1,3,3,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,118,113.5,13.5,14,0,1,1,1,1,0,1,0,1,12.4,0.5,1.79,0,0,2,5,2,2,4,2,4,9670,6,6,1,1,3,3,0
0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120,125,14.42857143,15.6,1,0,1,1,0,0,1,0,0,11.1,0.6,2.02,0,0,1,1,1,1,2,3,1,9085,6,6,3,2,2,2,0
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133.1,134.8,0,0,0,0,1,1,1,0,1,0,0,7.6,2.6,0.32,0,0,2,0,1,0,4,3,0,9853,6,6,1,1,3,1,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145,149.9,0,0,1,1,1,1,1,0,0,0,0,16.2,0.3,-0.92,0,0,0,0,0,0,1,3,2,171,0,0,1,1,2,1,0
1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,125,119.8,12.82875,12.82875,1,1,1,1,1,0,1,0,1,9.4,-0.8,-3.12,0,0,1,1,8,2,1,3,1,9500,1,8,1,1,1,1,0
1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,125,125,0,13.75,0,0,1,1,1,0,1,0,0,10.8,1.4,1.74,2,1,1,0,2,1,2,2,1,9130,5,5,2,1,2,2,0
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,148,135.1,0,0,0,0,1,1,1,1,1,0,0,13.9,-0.3,0.79,0,0,0,0,0,0,1,3,2,9500,7,8,1,1,1,3,1
1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,139,138.3,14.66666667,13.16666667,1,1,1,1,1,0,1,0,0,9.4,-0.8,-3.12,0,0,1,1,2,2,1,1,2,9070,6,6,1,1,2,3,0
